occ,portability,weighted_employment,portability_per_million,occ_title,rank,percentile,rank_per_worker,percentile_per_worker
3602,1.3327137873947852,7842307.2763,0.16993899122294523,Personal care aides,40,92.57142857142857,383,27.23809523809524
5610,1.3311182988814918,3412713.4091,0.3900469038308535,"Shipping, receiving, and inventory clerks",41,92.38095238095238,178,66.28571428571428
10,1.3065829260940627,8858392.9719,0.14749660917490537,Chief executives,42,92.19047619047619,418,20.571428571428573
800,1.2758462804076012,9327361.389,0.13678533801769918,Accountants and auditors,43,92.0,432,17.9047619047619
4150,1.2493699016543132,1500385.2212999999,0.8326994187344794,"Hosts and hostesses, restaurant, lounge, and coffee shop",44,91.80952380952381,32,94.0952380952381
2300,1.227209656507972,3745091.5878,0.32768481831144713,Preschool and kindergarten teachers,45,91.61904761904762,229,56.57142857142857
8740,1.171895597699445,4381075.3003,0.2674904030111507,"Inspectors, testers, sorters, samplers, and weighers",46,91.42857142857143,276,47.61904761904761
410,1.1324393426551693,4042052.8441,0.2801644081195374,"Property, real estate, and community association managers",47,91.23809523809524,261,50.476190476190474
4920,1.1251481842284285,5406297.239,0.20811807684413344,Real estate brokers and sales agents,48,91.04761904761904,337,36.0
5710,1.1001219235023663,1326680.3371000001,0.829229086116653,Executive secretaries and executive administrative assistants,49,90.85714285714286,33,93.9047619047619
6260,1.0991456831163007,11862736.7231,0.09265532134553427,Construction laborers,50,90.66666666666666,478,9.142857142857142
6410,1.0934385862215852,2816897.0385,0.38817130029141644,Painters and paperhangers,51,90.47619047619048,179,66.0952380952381
160,1.056442297574282,2018152.5839,0.5234699823998189,"Transportation, storage, and distribution managers",52,90.28571428571428,100,81.14285714285714
5160,1.0263354539904366,1323707.0256999999,0.7753494044104602,Tellers,53,90.0952380952381,47,91.23809523809524
705,1.016063347520799,4858456.9706999995,0.20913293122660012,Project management specialists,54,89.90476190476191,336,36.1904761904762
5600,1.0093841743519796,1254049.4732,0.804899803335749,"Production, planning, and expediting clerks",55,89.71428571428571,36,93.33333333333333
8990,0.9994188442226373,6844332.9998,0.14602136457297468,Other production workers,56,89.52380952380953,422,19.80952380952381
4040,0.9722048947792314,2228643.0643,0.43623176378160566,Bartenders,57,89.33333333333333,146,72.38095238095238
565,0.9609437416568903,1743940.366,0.551018693294522,Compliance officers,58,89.14285714285714,86,83.80952380952381
52,0.939361294313079,3198175.4513999997,0.29371787401528393,Sales managers,59,88.95238095238095,251,52.38095238095239
