occ,port_rate,rank,portability_index,occ_title,weighted_employment
7320,0.0011754612908963186,334,0.3645038167938931,Home appliance repairers,280016.5248
8950,0.0011734774315347236,335,0.36259541984732824,Helpers--production workers,296525.1606
1745,0.0011583433260658705,336,0.3606870229007634,"Environmental scientists and specialists, including health",238987.4996
1650,0.0011568932846949499,337,0.3587786259541985,Medical scientists,811745.5946
360,0.0011520079313834732,338,0.35687022900763354,Natural sciences managers,212843.4491
8320,0.0011341285390946054,339,0.3549618320610687,Sewing machine operators,667499.5606
2840,0.001133869096914217,340,0.3530534351145038,Technical writers,316600.22
4530,0.0011294272352292724,341,0.35114503816793896,"Baggage porters, bellhops, and concierges",424847.6147
2865,0.0011260674966824095,342,0.3492366412213741,"Media and communication workers, all other",152179.7782
6730,0.001119856814524353,343,0.34732824427480913,Highway maintenance workers,546825.7142
6400,0.0011067977250061312,344,0.34541984732824427,Insulation workers,276333.6093
5900,0.0011048140529647183,345,0.3435114503816794,"Office machine operators, except computer",149175.16760000002
2170,0.0011018632270298186,346,0.34160305343511455,"Title examiners, abstractors, and searchers",499397.6867
3520,0.0010992265993244618,347,0.3396946564885496,"Opticians, dispensing",228616.5576
8750,0.0010982848474271427,348,0.3377862595419847,Jewelers and precious stone and metal workers,245583.1159
8640,0.001095386971633544,349,0.33587786259541985,"Chemical processing machine setters, operators, and tenders",329198.787
6530,0.0010936105523249831,350,0.333969465648855,Structural iron and steel workers,281449.8324
6250,0.0010889790591190776,351,0.33206106870229013,"Cement masons, concrete finishers, and terrazzo workers",315163.5838
9410,0.0010811903261396059,352,0.33015267175572516,Transportation inspectors,235981.58539999998
4621,0.0010810526176825935,353,0.3282442748091603,Exercise trainers and group fitness instructors,1268056.1538
860,0.0010697539960154443,354,0.32633587786259544,Insurance underwriters,662647.0784
1220,0.0010697430315652768,355,0.3244274809160306,Operations research analysts,907353.7223
5230,0.001061708394624183,356,0.3225190839694656,"Credit authorizers, checkers, and clerks",180755.1968
7120,0.0010577324056137692,357,0.32061068702290074,Audiovisual equipment installers and repairers,162056.5817
8920,0.0010396476544626417,358,0.3187022900763359,"Molders, shapers, and casters, except metal and plastic",185961.8576
9510,0.0010239519125785433,359,0.316793893129771,Crane and tower operators,348512.4355
3324,0.0010201362118402977,360,0.31488549618320616,Magnetic resonance imaging technologists,288867.5868
4525,0.001016806071301868,361,0.3129770992366412,Other personal appearance workers,124804.8916
500,0.001015773493560223,362,0.3110687022900763,"Agents and business managers of artists, performers, and athletes",263018.7798
1022,0.0010154451007598287,363,0.30916030534351147,Software quality assurance analysts and testers,462267.1611
1980,0.0010092441996047568,364,0.3072519083969466,Occupational health and safety specialists and technicians,491224.2917
5500,0.0010021283914241864,365,0.30534351145038163,Cargo and freight agents,120117.1052
9630,0.001000740715512339,366,0.30343511450381677,Machine feeders and offbearers,110507.2999
9240,0.0009979516800285972,367,0.3015267175572519,Railroad conductors and yardmasters,272371.2992
6600,0.0009923216949016883,368,0.29961832061068705,"Helpers, construction trades",322293.0058
1610,0.0009868278052668803,369,0.2977099236641222,Biological scientists,601931.3055
1760,0.0009750788584992798,370,0.2958015267175572,"Physical scientists, all other",2342154.6076
7300,0.0009684043556791779,371,0.29389312977099236,Control and valve installers and repairers,150830.5376
8350,0.000952620020303872,372,0.2919847328244275,"Tailors, dressmakers, and sewers",257317.952
1900,0.0009509834701669495,373,0.29007633587786263,Agricultural and food science technicians,225426.6899
1840,0.0009485814707204972,374,0.28816793893129766,Urban and regional planners,239216.5991
7430,0.0009410245576384336,375,0.2862595419847328,Precision instrument and equipment repairers,253953.90720000002
3720,0.0009312850203766956,376,0.28435114503816794,First-line supervisors of firefighting and prevention workers,293047.7058
3100,0.0009200205579085017,377,0.2824427480916031,Surgeons,231079.7397
2180,0.0009058623343728623,378,0.2805343511450382,"Legal support workers, all other",439985.1392
820,0.000895966572922845,379,0.27862595419847325,Budget analysts,302807.6354
3940,0.0008801615042445671,380,0.2767175572519084,Crossing guards and flaggers,174247.03889999999
1420,0.0008758275930453396,381,0.2748091603053435,Environmental engineers,198618.717
1306,0.0008586114578725353,382,0.27290076335877866,Landscape architects,136380.15110000002
4900,0.0008524585776413474,383,0.2709923664122137,"Models, demonstrators, and product promoters",128911.6767
205,0.000828459559393329,384,0.26908396946564883,"Farmers, ranchers, and other agricultural managers",3213776.3263999997
1310,0.0008272507624749975,385,0.26717557251908397,"Surveyors, cartographers, and photogrammetrists",228192.8505
1860,0.0008258273787520642,386,0.2652671755725191,Miscellaneous social scientists and related workers,340616.9869
8620,0.0008134443169104482,387,0.26335877862595425,Water and wastewater treatment plant and system operators,584616.5349
4420,0.0008081329314802134,388,0.2614503816793893,"Ushers, lobby attendants, and ticket takers",104241.1691
8500,0.0007907767612188073,389,0.2595419847328244,Cabinetmakers and bench carpenters,304366.1961
2721,0.0007870844920949788,390,0.25763358778625955,Athletes and sports competitors,183113.66009999998
2632,0.0007782677165190234,391,0.2557251908396947,Fashion designers,172335.5392
4461,0.0007725181504087562,392,0.2538167938931297,"Embalmers, crematory operators and funeral attendants",93874.5043
3646,0.000769069585096818,393,0.25190839694656486,Medical transcriptionists,274914.6092
5920,0.0007585075810073807,394,0.25,Statistical assistants,221193.69799999997
6765,0.0007577643340174193,395,0.24809160305343514,Miscellaneous construction and related workers,192032.3922
9210,0.0007348488770254443,396,0.24618320610687028,Locomotive engineers and operators,284587.9624
2770,0.000733024674338389,397,0.2442748091603053,"Entertainers and performers, sports and related workers, all other",249534.45260000002
4950,0.0007241563480885209,398,0.24236641221374045,"Door-to-door sales workers, news and street vendors, and related workers",544838.5854
6710,0.0007232371669063045,399,0.24045801526717558,Fence erectors,198455.89130000002
7240,0.0007205874811183952,400,0.23854961832061072,Small engine mechanics,264821.1692
8450,0.0007180401953443892,401,0.23664122137404575,Upholsterers,116164.2203
9030,0.000704626304079521,402,0.2347328244274809,Aircraft pilots and flight engineers,986182.2973
3040,0.0006811209970828156,403,0.23282442748091603,Optometrists,229020.07510000002
1460,0.0006713143069069578,404,0.23091603053435117,Mechanical engineers,2324306.1576
1920,0.0006679188905750461,405,0.2290076335877863,Chemical technicians,296224.3779
2005,0.0006662582330704212,406,0.22709923664122134,Rehabilitation counselors,115188.6085
900,0.0006632417909427741,407,0.22519083969465647,Financial examiners,92584.8623
7905,0.000663111800025339,408,0.22328244274809161,Computer numerically controlled tool operators and programmers,480037.39749999996
1400,0.0006598743248711545,409,0.22137404580152675,Computer hardware engineers,492208.0202
6120,0.0006594489423789202,410,0.21946564885496178,Forest and conservation workers,99157.9374
2003,0.0006584775181373082,411,0.21755725190839692,Marriage and family therapists,196044.1031
3840,0.000656928841381968,412,0.21564885496183206,Parking enforcement workers,121599.3214
9415,0.0006523830743984711,413,0.2137404580152672,Passenger attendants,131880.9816
7510,0.0006522132018671289,414,0.21183206106870234,"Coin, vending, and amusement machine servicers and repairers",171260.00759999998
5530,0.0006503619340850109,415,0.20992366412213737,"Meter readers, utilities",126957.86720000001
8555,0.0006444899016942906,416,0.2080152671755725,Other woodworkers,118358.3059
7950,0.0006405115179672159,417,0.20610687022900764,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",401943.3583
8100,0.000634511911703245,418,0.20419847328244278,"Molders and molding machine setters, operators, and tenders, metal and plastic",153414.9333
3700,0.0006290075022024809,419,0.2022900763358778,First-line supervisors of correctional officers,317227.0009
6720,0.0006222836511696431,420,0.20038167938931295,Hazardous materials removal workers,157730.2327
7610,0.0006100012456259682,421,0.1984732824427481,"Helpers--installation, maintenance, and repair workers",122029.698
135,0.0005975843523961485,422,0.19656488549618323,Compensation and benefits managers,78794.1618
1821,0.000587198713622651,423,0.19465648854961837,Clinical and counseling psychologists,96872.4844
830,0.0005743666256366585,424,0.1927480916030534,Credit analysts,189465.68050000002
8510,0.0005719838518435961,425,0.19083969465648853,Furniture finishers,69084.7647
1750,0.0005705419680717485,426,0.18893129770992367,"Geoscientists and hydrologists, except geographers",214367.9679
8600,0.0005606458919962815,427,0.1870229007633588,"Power plant operators, distributors, and dispatchers",236400.7255
7740,0.0005580240122582849,428,0.18511450381679384,Structural metal fabricators and fitters,134391.73630000002
6700,0.0005543018274356699,429,0.18320610687022898,Elevator and escalator installers and repairers,242825.6355
3946,0.0005414123386812289,430,0.18129770992366412,School bus monitors,192965.919
8000,0.0005341679120825036,431,0.17938931297709926,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",214469.9681
6005,0.0005225382125571492,432,0.1774809160305344,"First-line supervisors of farming, fishing, and forestry workers",237654.1713
1640,0.0005179029375283614,433,0.17557251908396942,Conservation scientists and foresters,151634.251
8630,0.0005157216300620197,434,0.17366412213740456,Miscellaneous plant and system operators,246648.2853
5020,0.0005146763424376971,435,0.1717557251908397,Telephone operators,87177.9002
2105,0.0005111459485748781,436,0.16984732824427484,Judicial law clerks,121878.8743
2755,0.0005106155341706443,437,0.16793893129770987,"Disc jockeys, except radio",120432.3648
6460,0.0005035664533446593,438,0.166030534351145,Plasterers and stucco masons,139505.0728
3945,0.0004949339742137716,439,0.16412213740458015,Transportation security screeners,273321.692
3140,0.0004947305847604381,440,0.1622137404580153,Audiologists,88063.4316
7040,0.000494290139207996,441,0.16030534351145043,"Electric motor, power tool, and related repairers",138562.4938
8250,0.0004935063479408626,442,0.15839694656488545,Prepress technicians and workers,90381.6257
7160,0.0004920960549605235,443,0.1564885496183206,Automotive glass installers and repairers,122725.43830000001
9570,0.00049058534890571,444,0.15458015267175573,"Conveyor, dredge, and hoist and winch operators",182616.653
5340,0.00048417554293651697,445,0.15267175572519087,New accounts clerks,72890.9938
8930,0.000475716895580235,446,0.1507633587786259,"Paper goods machine setters, operators, and tenders",80446.64839999999
1350,0.00047024697477318324,447,0.14885496183206104,Chemical engineers,440959.9695
3200,0.00046788034697964846,448,0.14694656488549618,Radiation therapists,62002.099
510,0.0004639746830231515,449,0.14503816793893132,"Buyers and purchasing agents, farm products",57888.140900000006
1910,0.00046248930214925696,450,0.14312977099236646,Biological technicians,148465.8826
7100,0.00046162955226437905,451,0.14122137404580148,"Electrical and electronics repairers, industrial and utility",92797.0345
7140,0.0004577074207204643,452,0.13931297709923662,Aircraft mechanics and service technicians,940230.2164
8465,0.0004576762120431717,453,0.13740458015267176,"Other textile, apparel, and furnishings workers",87158.95820000001
1450,0.00045443663577152864,454,0.1354961832061069,Materials engineers,321621.8229
3801,0.00045077307184231315,455,0.13358778625954193,Bailiffs,95934.71729999999
2862,0.00045033498521354485,456,0.13167938931297707,Court reporters and simultaneous captioners,132555.41
6130,0.0004344300850365157,457,0.1297709923664122,Logging workers,284064.8555
7925,0.00043406927078758694,458,0.12786259541984735,"Forming machine setters, operators, and tenders, metal and plastic",132358.9308
1935,0.0004325304283266936,459,0.12595419847328249,Environmental  science and geoscience technicians,114361.6694
3256,0.0004295937417490502,460,0.12404580152671751,Nurse anesthetists,173360.2364
6825,0.0004288141576589799,461,0.12213740458015265,"Earth drillers, except oil and gas",178286.12649999998
1200,0.00042876562925581944,462,0.12022900763358779,Actuaries,197840.8105
5820,0.00042692696353209385,463,0.11832061068702293,Word processors and typists,284203.8109
9265,0.0004158566616861969,464,0.11641221374045807,Other rail transportation workers,81726.8059
4160,0.00040261305672580636,465,0.1145038167938931,"Food preparation and serving related workers, all other",27906.048899999998
425,0.00039740104169712625,466,0.11259541984732824,Emergency management directors,73672.6406
4940,0.00039722014545783517,467,0.11068702290076338,Telemarketers,188772.3264
8310,0.0003947717199318312,468,0.10877862595419852,"Pressers, textile, garment, and related materials",117976.3369
3120,0.00038053055987846473,469,0.10687022900763354,Podiatrists,35213.9096
3270,0.00037959687357286726,470,0.10496183206106868,"Healthcare diagnosing or treating practitioners, all other",77055.8508
8530,0.0003783352047580426,471,0.10305343511450382,"Sawing machine setters, operators, and tenders, wood",115813.1284
3261,0.00037583559735983703,472,0.10114503816793896,Acupuncturists,142520.7389
7540,0.00037201729486500664,473,0.0992366412213741,Locksmiths and safe repairers,167155.6476
6540,0.0003542437404330234,474,0.09732824427480913,Solar photovoltaic installers,130509.3226
7350,0.0003505155805259497,475,0.09541984732824427,"Maintenance workers, machinery",174138.9913
7830,0.0003484463676185381,476,0.0935114503816794,"Food and tobacco roasting, baking, and drying machine operators and tenders",57885.6386
1600,0.0003454120150098734,477,0.09160305343511455,Agricultural and food scientists,158681.8358
1800,0.0003446854080343071,478,0.08969465648854957,Economists,163857.9537
4255,0.00033795913358509967,479,0.08778625954198471,Other grounds maintenance workers,99976.47409999999
8720,0.0003368607278315808,480,0.08587786259541985,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",112583.2547
9110,0.0003254610100494944,481,0.08396946564885499,"Ambulance drivers and attendants, except emergency medical technicians",65790.7617
8256,0.0003037677214551746,482,0.08206106870229013,Print binding and finishing workers,64162.426499999994
2700,0.0003022105069141373,483,0.08015267175572516,Actors,245526.609
6010,0.00029883874332861155,484,0.0782442748091603,Agricultural inspectors,81642.3475
6950,0.00029627888237594225,485,0.07633587786259544,Other extraction workers,267069.8448
2723,0.0002895493107929318,486,0.07442748091603058,"Umpires, referees, and other sports officials",130949.80010000001
9310,0.00028645430943218284,487,0.0725190839694656,Ship and boat captains and operators,200804.32650000002
2631,0.0002817149795685614,488,0.07061068702290074,Commercial and industrial designers,80847.9647
8335,0.00027338659523704284,489,0.06870229007633588,Shoe and leather workers,78801.5084
5010,0.0002707939981569019,490,0.06679389312977102,"Switchboard operators, including answering service",43167.1897
3210,0.00026910504005490547,491,0.06488549618320616,Recreational therapists,65895.3361
8130,0.000264030214588299,492,0.06297709923664119,Tool and die makers,211911.5868
9300,0.00025943672861794515,493,0.06106870229007633,Sailors and marine oilers,138378.0275
6210,0.00025596675864910377,494,0.059160305343511466,Boilermakers,102348.5129
1320,0.00025326913157407155,495,0.057251908396946605,Aerospace engineers,926221.7112
8850,0.00025262242599055,496,0.05534351145038163,Adhesive bonding machine operators and tenders,51352.429000000004
1710,0.00025231996146691426,497,0.05343511450381677,Atmospheric and space scientists,57994.961299999995
6040,0.00024484709110086716,498,0.05152671755725191,"Graders and sorters, agricultural products",233234.3008
1340,0.00023723925686937954,499,0.04961832061068705,Bioengineers and biomedical engineers,177842.05310000002
1005,0.00022981109876085714,500,0.04770992366412219,Computer and information research scientists,229746.9738
8910,0.0002273716237602733,501,0.04580152671755722,Etchers and engravers,22012.581599999998
8540,0.00022439039885904858,502,0.043893129770992356,"Woodworking machine setters, operators, and tenders, except sawing",93360.52249999999
9650,0.00022264887633035644,503,0.041984732824427495,Pumping station operators,85735.1902
8040,0.00021826034814777183,504,0.040076335877862634,"Metal furnace operators, tenders, pourers, and casters",94990.00899999999
1700,0.00021542810809473275,505,0.03816793893129766,Astronomers and physicists,118997.2227
6850,0.00021314606784099012,506,0.0362595419847328,Underground mining machine operators,211737.2241
8730,0.0002105262726646785,507,0.03435114503816794,"Furnace, kiln, oven, drier, and kettle operators and tenders",57746.2113
8365,0.00020933991634087567,508,0.03244274809160308,"Textile machine setters, operators, and tenders",143224.983
7850,0.00020597803825772948,509,0.03053435114503822,Food cooking machine operators and tenders,74995.4295
7030,0.00019680420803759103,510,0.028625954198473247,Avionics technicians,39777.8504
7730,0.00019478581576405535,511,0.026717557251908386,Engine and other machine assemblers,31715.242000000002
7560,0.00019220676160571713,512,0.024809160305343525,Riggers,69245.0037
7360,0.00017228231742991967,513,0.022900763358778664,Millwrights,273399.8136
6740,0.00016593761885063847,514,0.020992366412213692,Rail-track laying and maintenance equipment operators,72125.16709999999
8025,0.0001570423164572208,515,0.01908396946564883,"Other machine tool setters, operators, and tenders, metal and plastic",39987.792
5040,0.00014551703218897556,516,0.01717557251908397,"Communications equipment operators, all other",10996.0566
2740,0.00014212125166841095,517,0.01526717557251911,Dancers and choreographers,61623.1477
6800,0.00013578782699054105,518,0.013358778625954248,"Derrick, rotary drill, and service unit operators, oil and gas",152817.6757
8940,0.00013206154938266945,519,0.011450381679389277,Tire builders,32026.256
3900,0.00011390834413458497,520,0.009541984732824416,Animal control workers,41735.82
1520,0.00010014864062773531,521,0.007633587786259555,Petroleum engineers,169645.4997
6835,9.240207054671346e-05,522,0.005725190839694694,"Explosives workers, ordnance handling experts, and blasters",77806.57949999999
1440,9.170126078061635e-05,523,0.003816793893129722,Marine engineers and naval architects,59095.3094
6115,8.999474985159658e-05,524,0.001908396946564861,Fishing and hunting workers,144573.8704
5910,7.407216948360604e-05,525,0.0,Proofreaders and copy markers,43296.009099999996
